# Mario Party 4 (USA Rev 1) -- m444dll's demo ball, read out of a Dolphin
# reference capture with MemoryWatcher.  PLAN.md 27.1.
#
# Columns are the module's own lbl_1_bss_1888 (velocity, Vec) and lbl_1_bss_1894
# (position, Vec), read through the MemoryWatcher pointer chain
#     omDLLinfoTbl[slot] (0x801901E0 + 4*slot) -> omDllData.bss (+8) -> offset
# on every frame where omcurovl == 0x34 (DLL_m444dll).
#
# CHANGE ROWS ONLY: a row is written when the six words differ from the previous
# frame's.  A gap therefore means the ball state was BIT-IDENTICAL over that
# span -- which is what the pre-launch hold and the post-landing wait look like.
#
# Capture: port/ref/movies/m444-drop.txt, four CPU players (GWPlayerCfg[i].iscom
# poked to 1), GWSystem.mg_next parked at 43 from frame 9000, pinned reference
# user directory, CustomRTC 1041472800.  frame = the game's GlobalCounter.
frame,velx,vely,velz,posx,posy,posz
54006,3.300834,13.889958,0.000000,-82.445312,-181.235260,0.000000
54007,3.300835,14.189959,0.000000,-79.144470,-167.345306,0.000000
54008,3.300835,14.489959,0.000000,-75.843643,-153.155365,0.000000
54009,3.300835,14.789958,0.000000,-72.542801,-138.665405,0.000000
54010,3.300834,15.089958,0.000000,-69.241966,-123.875458,0.000000
54011,3.300834,15.389958,0.000000,-65.941124,-108.785507,0.000000
54012,3.300835,15.689960,0.000000,-62.640285,-93.395561,0.000000
54013,3.406086,15.206756,0.000000,-59.339458,-77.705597,0.000000
54014,10.968069,-4.858673,0.000000,-51.256283,-71.596382,0.000000
54015,1.003479,-10.011161,0.000000,-43.824516,-79.484993,0.000000
54016,-0.483477,-9.346766,0.000000,-43.053444,-89.506508,0.000000
54017,-0.483477,-9.046765,0.000000,-43.536919,-98.853271,0.000000
54018,-0.483477,-8.746766,0.000000,-44.020401,-107.900047,0.000000
54019,-0.483477,-8.446767,0.000000,-44.503880,-116.646820,0.000000
54020,-0.483477,-8.146767,0.000000,-44.987354,-125.093582,0.000000
54021,-0.483477,-7.846766,0.000000,-45.470829,-133.240356,0.000000
54022,-0.483477,-7.546766,0.000000,-45.954304,-141.087128,0.000000
54023,-0.483477,-7.246765,0.000000,-46.437782,-148.633896,0.000000
54024,-0.483477,-6.946765,0.000000,-46.921257,-155.880661,0.000000
54025,-0.483476,-6.646764,0.000000,-47.404736,-162.827438,0.000000
54026,-0.483476,-6.346765,0.000000,-47.888210,-169.474197,0.000000
54027,-0.483477,-6.046765,0.000000,-48.371689,-175.820969,0.000000
54028,-0.483476,-5.746764,0.000000,-48.855164,-181.867752,0.000000
54029,-0.483476,-5.446764,0.000000,-49.338642,-187.614517,0.000000
54030,-0.483476,-5.146764,0.000000,-49.822117,-193.061279,0.000000
54031,-0.483476,-4.846763,0.000000,-50.305592,-198.208038,0.000000
54032,-0.483476,-4.546762,0.000000,-50.789066,-203.054794,0.000000
54033,-0.483476,-4.246762,0.000000,-51.272545,-207.601562,0.000000
54034,-0.483476,-3.946762,0.000000,-51.756020,-211.848328,0.000000
54035,-0.483476,-3.646762,0.000000,-52.239498,-215.795090,0.000000
54036,-0.483476,-3.346762,0.000000,-52.722973,-219.441864,0.000000
54037,-0.483476,-3.046762,0.000000,-53.206448,-222.788620,0.000000
54038,-0.483476,-2.746762,0.000000,-53.689922,-225.835373,0.000000
54039,-0.483476,-2.446761,0.000000,-54.173397,-228.582138,0.000000
54040,-0.483476,-2.146761,0.000000,-54.656872,-231.028900,0.000000
54041,-0.483476,-1.846761,0.000000,-55.140347,-233.175659,0.000000
54042,-0.483476,-1.546761,0.000000,-55.623821,-235.022415,0.000000
54043,-0.483476,-1.246761,0.000000,-56.107296,-236.569183,0.000000
54044,-0.483476,-0.946760,0.000000,-56.590771,-237.815948,0.000000
54045,-0.483476,-0.646760,0.000000,-57.074245,-238.762711,0.000000
54046,-0.483476,-0.346761,0.000000,-57.557720,-239.409470,0.000000
54047,-0.483476,-0.046761,0.000000,-58.041195,-239.756226,0.000000
54048,-0.483476,0.253239,0.000000,-58.524670,-239.802994,0.000000
54049,-0.483476,0.553239,0.000000,-59.008144,-239.549759,0.000000
54050,-0.483476,0.853239,0.000000,-59.491619,-238.996521,0.000000
54051,-0.483476,1.153239,0.000000,-59.975094,-238.143280,0.000000
54052,-0.483476,1.453240,0.000000,-60.458569,-236.990036,0.000000
54053,-0.483476,1.753240,0.000000,-60.942043,-235.536789,0.000000
54054,-0.483476,2.053240,0.000000,-61.425518,-233.783554,0.000000
54055,-0.483476,2.353239,0.000000,-61.908993,-231.730316,0.000000
54056,-0.483476,2.653239,0.000000,-62.392467,-229.377075,0.000000
54057,-0.483476,2.953239,0.000000,-62.875942,-226.723831,0.000000
54058,-0.483476,3.253239,0.000000,-63.359417,-223.770599,0.000000
54059,-0.483476,3.553239,0.000000,-63.842892,-220.517365,0.000000
54060,-0.483476,3.853239,0.000000,-64.326363,-216.964127,0.000000
54061,-0.483476,4.153238,0.000000,-64.809837,-213.110901,0.000000
54062,-0.483476,4.453238,0.000000,-65.293312,-208.957672,0.000000
54063,-0.483476,4.753239,0.000000,-65.776787,-204.504440,0.000000
54064,-0.483476,5.053238,0.000000,-66.260262,-199.751205,0.000000
54065,-0.483476,5.353239,0.000000,-66.743736,-194.697968,0.000000
54066,-0.483476,5.653239,0.000000,-67.227211,-189.344727,0.000000
54067,-0.483476,5.953239,0.000000,-67.710686,-183.691483,0.000000
54068,-0.483476,6.253239,0.000000,-68.194160,-177.738235,0.000000
54069,-0.483476,6.553239,0.000000,-68.677628,-171.485001,0.000000
54070,-0.483476,6.853238,0.000000,-69.161110,-164.931763,0.000000
54071,-0.483476,7.153238,0.000000,-69.644577,-158.078506,0.000000
54072,-0.483476,7.453238,0.000000,-70.128044,-150.925278,0.000000
54073,-0.483476,7.753238,0.000000,-70.611526,-143.472031,0.000000
54074,-0.483476,8.053236,0.000000,-71.095009,-135.718796,0.000000
54075,-0.483476,8.353235,0.000000,-71.578484,-127.665550,0.000000
54076,-0.483476,8.653234,0.000000,-72.061958,-119.312317,0.000000
54077,-0.483476,8.953234,0.000000,-72.545441,-110.659081,0.000000
54078,0.205543,7.912703,0.000000,-69.430496,-94.062080,0.000000
54079,0.205543,8.212705,0.000000,-69.224953,-86.149384,0.000000
54080,0.606682,7.653532,0.000000,-69.019409,-77.936676,0.000000
54081,5.475644,5.224874,0.000000,-64.689781,-71.698227,0.000000
54082,8.378939,0.757896,0.000000,-57.399220,-70.206352,0.000000
54083,5.067473,-3.308874,0.000000,-49.331615,-71.364647,0.000000
54084,0.542893,-4.780282,0.000000,-44.767868,-75.209167,0.000000
54085,0.152689,-4.023202,0.000000,-44.224976,-79.989449,0.000000
54086,0.043276,-3.512551,0.000000,-44.072289,-84.012650,0.000000
54087,0.043276,-3.212552,0.000000,-44.029015,-87.525200,0.000000
54088,0.043276,-2.912552,0.000000,-43.985737,-90.737747,0.000000
54089,0.043276,-2.612552,0.000000,-43.942463,-93.650299,0.000000
54090,0.043276,-2.312552,0.000000,-43.899189,-96.262848,0.000000
54091,0.043276,-2.012552,0.000000,-43.855915,-98.575401,0.000000
54092,0.043276,-1.712552,0.000000,-43.812641,-100.587952,0.000000
54093,0.043276,-1.412552,0.000000,-43.769367,-102.300507,0.000000
54094,0.043276,-1.112552,0.000000,-43.726093,-103.713058,0.000000
54095,0.043276,-0.812552,0.000000,-43.682819,-104.825607,0.000000
54096,0.043276,-0.512552,0.000000,-43.639545,-105.638161,0.000000
54097,0.043276,-0.212552,0.000000,-43.596272,-106.150711,0.000000
54098,0.043276,0.087448,0.000000,-43.552998,-106.363266,0.000000
54099,0.043276,0.387448,0.000000,-43.509724,-106.275818,0.000000
54100,0.043276,0.687448,0.000000,-43.466450,-105.888367,0.000000
54101,0.043276,0.987448,0.000000,-43.423176,-105.200920,0.000000
54102,0.043276,1.287448,0.000000,-43.379902,-104.213470,0.000000
54103,0.043276,1.587448,0.000000,-43.336628,-102.926025,0.000000
54104,0.043276,1.887448,0.000000,-43.293354,-101.338577,0.000000
54105,0.043276,2.187448,0.000000,-43.250080,-99.451126,0.000000
54106,0.043276,2.487448,0.000000,-43.206806,-97.263680,0.000000
54107,0.043276,2.787447,0.000000,-43.163532,-94.776230,0.000000
54108,0.043276,3.087447,0.000000,-43.120258,-91.988785,0.000000
54109,0.043276,3.387447,0.000000,-43.076984,-88.901344,0.000000
54110,0.043276,3.687447,0.000000,-43.033710,-85.513901,0.000000
54111,-0.185995,3.335487,0.000000,-43.004036,-81.826401,0.000000
54112,-0.538172,3.242998,0.000000,-43.190029,-78.490913,0.000000
54113,-2.403759,2.531474,0.000000,-44.593185,-75.532455,0.000000
54114,-3.140523,2.595236,0.000000,-46.996944,-73.000977,0.000000
54115,-4.890073,0.496975,0.000000,-50.228203,-70.542107,0.000000
54116,-6.286304,0.522452,0.000000,-55.118275,-70.045128,0.000000
54117,-3.276117,-2.550458,0.000000,-61.338753,-70.338394,0.000000
54118,-1.894555,-1.931424,0.000000,-64.614868,-72.888855,0.000000
54119,-0.920882,-1.369825,0.000000,-66.509422,-74.820282,0.000000
54120,-0.197105,-0.883101,0.000000,-67.430305,-76.190109,0.000000
54121,0.383384,-0.446161,0.000000,-67.627411,-77.073212,0.000000
54122,0.896457,-0.024406,0.000000,-67.244026,-77.519371,0.000000
54123,1.399291,0.420669,0.000000,-66.347572,-77.543777,0.000000
54124,1.936896,0.933441,0.000000,-64.948280,-77.123108,0.000000
54125,2.542274,1.571599,0.000000,-63.011383,-76.189667,0.000000
54126,3.215131,2.429187,0.000000,-60.469109,-74.618065,0.000000
54127,3.627038,3.785276,0.000000,-57.253979,-72.188881,0.000000
54128,0.335031,-3.965471,0.000000,-53.551437,-70.103981,0.000000
54129,-0.590444,-2.372377,0.000000,-53.216408,-74.069450,0.000000
54130,-0.996317,-0.909298,0.000000,-53.806850,-76.441826,0.000000
54131,-1.138228,0.408873,0.000000,-54.803165,-77.351120,0.000000
54132,-1.082364,1.671788,0.000000,-55.941395,-76.942245,0.000000
54133,-0.760996,2.956353,0.000000,-57.023758,-75.270454,0.000000
54134,0.267046,4.096056,0.000000,-57.784756,-72.314102,0.000000
54135,4.070768,-3.543715,0.000000,-56.764782,-69.316826,0.000000
54136,2.460924,-2.221804,0.000000,-52.694016,-72.860535,0.000000
54137,1.288637,-1.217289,0.000000,-50.233093,-75.082336,0.000000
54138,0.375686,-0.419436,0.000000,-48.944458,-76.299622,0.000000
54139,-0.399110,0.267387,0.000000,-48.568771,-76.719055,0.000000
54140,-1.127980,0.921758,0.000000,-48.967880,-76.451668,0.000000
54141,-1.887416,1.613343,0.000000,-50.095860,-75.529907,0.000000
54142,-2.745381,2.412815,0.000000,-51.983276,-73.916565,0.000000
54143,-3.741121,3.427125,0.000000,-54.728657,-71.503754,0.000000
54144,-0.527910,-3.760412,0.000000,-58.568520,-69.965721,0.000000
54145,0.454339,-2.167657,0.000000,-59.096428,-73.726135,0.000000
54146,0.921839,-0.687089,0.000000,-58.642090,-75.893791,0.000000
54147,1.118705,0.675413,0.000000,-57.720249,-76.580879,0.000000
54148,1.090526,2.013791,0.000000,-56.601543,-75.905464,0.000000
54149,0.682262,3.388134,0.000000,-55.511017,-73.891670,0.000000
54150,-1.129018,3.666876,0.000000,-54.828754,-70.503540,0.000000
54151,0.746237,-1.641473,0.000000,-52.374393,-70.259399,0.000000
54152,-0.715874,-0.906681,0.000000,-51.628155,-71.900871,0.000000
54153,-1.877694,0.070541,0.000000,-52.344028,-72.807549,0.000000
54154,-2.677880,1.396657,0.000000,-54.221722,-72.737007,0.000000
54155,-1.602796,2.922726,0.000000,-56.899601,-71.340355,0.000000
54156,1.590388,-2.770379,0.000000,-58.238087,-70.112953,0.000000
54157,1.664853,-0.800433,0.000000,-56.647701,-72.883339,0.000000
54158,0.974531,0.802472,0.000000,-54.982849,-73.683769,0.000000
54159,-0.126865,2.012621,0.000000,-54.008320,-72.881294,0.000000
54160,-1.752709,2.484397,0.000000,-54.135185,-70.868675,0.000000
54161,1.004058,-2.217047,0.000000,-55.367107,-68.930214,0.000000
54162,-0.616579,-1.071045,0.000000,-54.363049,-71.147263,0.000000
54163,-1.421793,0.549782,0.000000,-54.979630,-72.218307,0.000000
54164,-1.113992,2.319766,0.000000,-56.401424,-71.668526,0.000000
54165,0.649182,1.237714,0.000000,-57.515415,-69.348763,0.000000
54166,1.279428,-2.066385,0.000000,-56.304356,-68.817505,0.000000
54167,-0.347923,-0.777924,0.000000,-55.024929,-70.883888,0.000000
54168,0.000000,0.000000,0.000000,-56.250000,-70.000000,0.000000
54464,0.000000,-30.000000,0.000000,128.000000,-100.000000,0.000000
54664,0.000000,-13.800000,0.000000,128.000000,-114.099998,0.000000
54665,0.000000,-13.500000,0.000000,128.000000,-127.900002,0.000000
54666,0.000000,-13.199998,0.000000,128.000000,-141.399994,0.000000
54667,0.000000,-12.899998,0.000000,128.000000,-154.599991,0.000000
54668,0.000000,-12.599996,0.000000,128.000000,-167.499985,0.000000
54669,0.000000,-12.299994,0.000000,128.000000,-180.099976,0.000000
54670,0.000000,-11.999995,0.000000,128.000000,-192.399963,0.000000
54671,0.000000,-11.699992,0.000000,128.000000,-204.399963,0.000000
54672,0.000000,-11.399992,0.000000,128.000000,-216.099960,0.000000
54673,0.000000,-11.099992,0.000000,128.000000,-227.499954,0.000000
54674,0.000000,-10.799991,0.000000,128.000000,-238.599945,0.000000
54675,0.000000,-10.499991,0.000000,128.000000,-249.399933,0.000000
54676,0.000000,-10.199990,0.000000,128.000000,-259.899933,0.000000
54677,0.000000,-9.899991,0.000000,128.000000,-270.099915,0.000000
54678,0.000000,-9.599991,0.000000,128.000000,-279.999908,0.000000
54679,0.000000,-9.299991,0.000000,128.000000,-289.599884,0.000000
54680,0.000000,-8.999990,0.000000,128.000000,-298.899872,0.000000
54681,0.000000,-8.699989,0.000000,128.000000,-307.899872,0.000000
54682,0.000000,-8.399989,0.000000,128.000000,-316.599854,0.000000
54683,0.000000,-8.099988,0.000000,128.000000,-324.999847,0.000000
54684,0.000000,-7.799987,0.000000,128.000000,-333.099823,0.000000
54685,0.000000,-7.499986,0.000000,128.000000,-340.899811,0.000000
54686,0.000000,-7.199986,0.000000,128.000000,-348.399811,0.000000
54687,0.000000,-6.899985,0.000000,128.000000,-355.599792,0.000000
54688,0.000000,-6.599985,0.000000,128.000000,-362.499786,0.000000
54689,0.000000,-6.299984,0.000000,128.000000,-369.099762,0.000000
54690,0.000000,-5.999984,0.000000,128.000000,-375.399750,0.000000
54691,0.000000,-5.699983,0.000000,128.000000,-381.399719,0.000000
54692,0.000000,-5.399983,0.000000,128.000000,-387.099701,0.000000
54693,0.000000,-5.099983,0.000000,128.000000,-392.499695,0.000000
54694,0.000000,-4.799983,0.000000,128.000000,-397.599670,0.000000
54695,0.000000,-4.499982,0.000000,128.000000,-402.399658,0.000000
54696,-2.286815,-3.365069,0.000000,127.552872,-406.828003,0.000000
54697,-2.286815,-3.065069,0.000000,125.266052,-410.193054,0.000000
54698,-2.286814,-2.765069,0.000000,122.979240,-413.258118,0.000000
54699,-2.286815,-2.465069,0.000000,120.692429,-416.023193,0.000000
54700,-2.286815,-2.165069,0.000000,118.405617,-418.488251,0.000000
54701,-2.286815,-1.865069,0.000000,116.118797,-420.653320,0.000000
54702,-2.286814,-1.565069,0.000000,113.831985,-422.518402,0.000000
54703,-2.286815,-1.265069,0.000000,111.545174,-424.083466,0.000000
54704,-2.286815,-0.965069,0.000000,109.258362,-425.348541,0.000000
54705,-2.286815,-0.665069,0.000000,106.971550,-426.313599,0.000000
54706,-2.286815,-0.365069,0.000000,104.684738,-426.978668,0.000000
54707,-2.286815,-0.065069,0.000000,102.397926,-427.343750,0.000000
54708,-2.286815,0.234931,0.000000,100.111115,-427.408813,0.000000
54709,-2.286815,0.534931,0.000000,97.824303,-427.173889,0.000000
54710,-2.286815,0.834931,0.000000,95.537491,-426.638947,0.000000
54711,-2.286815,1.134931,0.000000,93.250679,-425.804016,0.000000
54712,-2.286815,1.434931,0.000000,90.963867,-424.669098,0.000000
54713,-2.286815,1.734931,0.000000,88.677055,-423.234161,0.000000
54714,-2.286815,2.034931,0.000000,86.390244,-421.499237,0.000000
54715,-2.286815,2.334930,0.000000,84.103424,-419.464325,0.000000
54716,-2.286815,2.634930,0.000000,81.816612,-417.129395,0.000000
54717,-2.286815,2.934930,0.000000,79.529793,-414.494476,0.000000
54718,-2.286815,3.234930,0.000000,77.242973,-411.559540,0.000000
54719,-2.286815,3.534930,0.000000,74.956161,-408.324615,0.000000
54720,-2.286815,3.834930,0.000000,72.669342,-404.789703,0.000000
54721,-2.286814,4.134930,0.000000,70.382530,-400.954773,0.000000
54722,-2.286814,4.434929,0.000000,68.095718,-396.819824,0.000000
54723,-2.286814,4.734929,0.000000,65.808907,-392.384918,0.000000
54724,-2.286813,5.034929,0.000000,63.522095,-387.649963,0.000000
54725,-2.286813,5.334929,0.000000,61.235279,-382.615021,0.000000
54726,-2.286813,5.634930,0.000000,58.948467,-377.280090,0.000000
54727,-2.286813,5.934929,0.000000,56.661655,-371.645142,0.000000
54728,-2.286813,6.234929,0.000000,54.374844,-365.710205,0.000000
54729,-2.286814,6.534928,0.000000,52.088032,-359.475281,0.000000
54730,-2.286813,6.834928,0.000000,49.801216,-352.940338,0.000000
54731,-2.286813,7.134928,0.000000,47.514400,-346.105408,0.000000
54732,-2.286813,7.434929,0.000000,45.227585,-338.970490,0.000000
54733,1.955622,-7.228826,0.000000,43.910847,-334.957153,0.000000
54734,1.955622,-6.928826,0.000000,45.866470,-342.185974,0.000000
54735,1.955622,-6.628826,0.000000,47.822090,-349.114807,0.000000
54736,1.955622,-6.328826,0.000000,49.777714,-355.743591,0.000000
54737,1.955622,-6.028827,0.000000,51.733341,-362.072388,0.000000
54738,1.955622,-5.728826,0.000000,53.688965,-368.101257,0.000000
54739,1.955622,-5.428826,0.000000,55.644585,-373.830109,0.000000
54740,1.955622,-5.128826,0.000000,57.600208,-379.258942,0.000000
54741,1.955622,-4.828825,0.000000,59.555828,-384.387756,0.000000
54742,1.955622,-4.528824,0.000000,61.511452,-389.216583,0.000000
54743,1.955622,-4.228823,0.000000,63.467072,-393.745392,0.000000
54744,1.955621,-3.928823,0.000000,65.422699,-397.974213,0.000000
54745,1.955621,-3.628823,0.000000,67.378319,-401.903015,0.000000
54746,1.955621,-3.328823,0.000000,69.333939,-405.531860,0.000000
54747,1.955622,-3.028824,0.000000,71.289558,-408.860687,0.000000
54748,1.955622,-2.728824,0.000000,73.245186,-411.889496,0.000000
54749,1.955622,-2.428823,0.000000,75.200806,-414.618317,0.000000
54750,1.955622,-2.128824,0.000000,77.156425,-417.047150,0.000000
54751,1.955621,-1.828824,0.000000,79.112045,-419.175964,0.000000
54752,1.955621,-1.528824,0.000000,81.067665,-421.004791,0.000000
54753,1.955622,-1.228824,0.000000,83.023285,-422.533600,0.000000
54754,1.955622,-0.928824,0.000000,84.978905,-423.762421,0.000000
54755,1.955622,-0.628824,0.000000,86.934525,-424.691254,0.000000
54756,-1.658680,-0.766686,0.000000,85.803955,-426.089233,0.000000
54757,-1.658680,-0.466686,0.000000,84.145279,-426.855927,0.000000
54758,-1.658679,-0.166686,0.000000,82.486603,-427.322601,0.000000
54759,-1.658679,0.133314,0.000000,80.827927,-427.489288,0.000000
54760,-1.658680,0.433314,0.000000,79.169250,-427.355988,0.000000
54761,-1.658680,0.733314,0.000000,77.510567,-426.922668,0.000000
54762,-1.658680,1.033314,0.000000,75.851891,-426.189362,0.000000
54763,-1.658680,1.333314,0.000000,74.193207,-425.156036,0.000000
54764,-1.658680,1.633314,0.000000,72.534523,-423.822723,0.000000
54765,-1.658680,1.933314,0.000000,70.875839,-422.189423,0.000000
54766,-1.658680,2.233314,0.000000,69.217155,-420.256104,0.000000
54767,-1.658680,2.533314,0.000000,67.558472,-418.022797,0.000000
54768,-1.658680,2.833314,0.000000,65.899788,-415.489502,0.000000
54769,-1.658680,3.133313,0.000000,64.241112,-412.656189,0.000000
54770,-1.658680,3.433313,0.000000,62.582432,-409.522888,0.000000
54771,-1.658680,3.733313,0.000000,60.923752,-406.089569,0.000000
54772,-1.658680,4.033313,0.000000,59.265072,-402.356262,0.000000
54773,-1.658680,4.333313,0.000000,57.606392,-398.322968,0.000000
54774,-1.658680,4.633313,0.000000,55.947712,-393.989655,0.000000
54775,-1.658680,4.933313,0.000000,54.289032,-389.356354,0.000000
54776,-1.658680,5.233313,0.000000,52.630352,-384.423065,0.000000
54777,-1.658680,5.533313,0.000000,50.971672,-379.189758,0.000000
54778,-1.658680,5.833313,0.000000,49.312992,-373.656464,0.000000
54779,-1.658680,6.133314,0.000000,47.654316,-367.823120,0.000000
54780,-1.658680,6.433314,0.000000,45.995632,-361.689819,0.000000
54781,-1.658680,6.733314,0.000000,44.336956,-355.256500,0.000000
54782,-1.658679,7.033313,0.000000,42.678276,-348.523163,0.000000
54783,-1.658680,7.333313,0.000000,41.019596,-341.489868,0.000000
54784,-1.658680,7.633313,0.000000,39.360916,-334.156555,0.000000
54785,0.673492,-7.482358,0.000000,40.034409,-341.938904,0.000000
54786,0.673492,-7.182357,0.000000,40.707897,-349.421265,0.000000
54787,0.673492,-6.882357,0.000000,41.381390,-356.603638,0.000000
54788,0.673492,-6.582357,0.000000,42.054886,-363.486023,0.000000
54789,0.673492,-6.282357,0.000000,42.728378,-370.068359,0.000000
54790,0.673492,-5.982356,0.000000,43.401871,-376.350708,0.000000
54791,0.673492,-5.682356,0.000000,44.075367,-382.333069,0.000000
54792,0.673492,-5.382356,0.000000,44.748859,-388.015442,0.000000
54793,0.673492,-5.082356,0.000000,45.422352,-393.397797,0.000000
54794,0.673492,-4.782356,0.000000,46.095840,-398.480164,0.000000
54795,0.673492,-4.482356,0.000000,46.769333,-403.262512,0.000000
54796,0.673492,-4.182356,0.000000,47.442825,-407.744873,0.000000
54797,0.673492,-3.882356,0.000000,48.116318,-411.927246,0.000000
54798,0.673492,-3.582356,0.000000,48.789810,-415.809601,0.000000
54799,0.673492,-3.282357,0.000000,49.463303,-419.391937,0.000000
54800,0.673492,-2.982356,0.000000,50.136795,-422.674286,0.000000
54801,0.673492,-2.682356,0.000000,50.810287,-425.656616,0.000000
54802,0.673492,-2.382356,0.000000,51.483780,-428.338959,0.000000
54803,0.673492,-2.082356,0.000000,52.157272,-430.721313,0.000000
54804,0.673492,-1.782356,0.000000,52.830765,-432.803680,0.000000
54805,0.673492,-1.482356,0.000000,53.504257,-434.586029,0.000000
54806,0.673492,-1.182356,0.000000,54.177750,-436.068390,0.000000
54807,0.673492,-0.882356,0.000000,54.851242,-437.250732,0.000000
54808,0.673492,-0.582356,0.000000,55.524734,-438.133087,0.000000
54809,0.673492,-0.282356,0.000000,56.198227,-438.715454,0.000000
54810,0.673492,0.017644,0.000000,56.871719,-438.997803,0.000000
54811,0.673492,0.317644,0.000000,57.545212,-438.980164,0.000000
54812,0.673492,0.617644,0.000000,58.218704,-438.662506,0.000000
54813,0.673492,0.917644,0.000000,58.892197,-438.044861,0.000000
54814,0.673492,1.217644,0.000000,59.565689,-437.127228,0.000000
54815,0.673492,1.517644,0.000000,60.239182,-435.909576,0.000000
54816,0.673492,1.817644,0.000000,60.912674,-434.391937,0.000000
54817,0.673492,2.117644,0.000000,61.586166,-432.574280,0.000000
54818,0.673492,2.417644,0.000000,62.259659,-430.456635,0.000000
54819,0.673492,2.717643,0.000000,62.933151,-428.039001,0.000000
54820,0.673492,3.017643,0.000000,63.606644,-425.321350,0.000000
54821,0.673492,3.317643,0.000000,64.280128,-422.303680,0.000000
54822,0.673492,3.617643,0.000000,64.953613,-418.986023,0.000000
54823,0.673492,3.917642,0.000000,65.627106,-415.368408,0.000000
54824,0.673492,4.217642,0.000000,66.300591,-411.450745,0.000000
54825,0.673492,4.517642,0.000000,66.974083,-407.233093,0.000000
54826,0.673492,4.817642,0.000000,67.647575,-402.715454,0.000000
54827,0.673492,5.117642,0.000000,68.321068,-397.897827,0.000000
54828,0.673492,5.417642,0.000000,68.994560,-392.780182,0.000000
54829,0.673492,5.717642,0.000000,69.668053,-387.362549,0.000000
54830,0.673492,6.017642,0.000000,70.341545,-381.644897,0.000000
54831,0.673492,6.317643,0.000000,71.015030,-375.627258,0.000000
54832,0.673492,6.617642,0.000000,71.688530,-369.309631,0.000000
54833,0.673492,6.917642,0.000000,72.362022,-362.691986,0.000000
54834,0.673492,7.217640,0.000000,73.035515,-355.774384,0.000000
54835,0.673492,7.517640,0.000000,73.709007,-348.556732,0.000000
54836,0.673492,7.817640,0.000000,74.382500,-341.039093,0.000000
54837,0.673492,8.117641,0.000000,75.056000,-333.221466,0.000000
54838,0.673492,8.417641,0.000000,75.729492,-325.103851,0.000000
54839,0.673492,8.717641,0.000000,76.402985,-316.686188,0.000000
54840,0.673492,9.017640,0.000000,77.076477,-307.968536,0.000000
54841,0.673492,9.317640,0.000000,77.749962,-298.950897,0.000000
54842,0.673492,9.617640,0.000000,78.423447,-289.633270,0.000000
54843,0.673492,9.917641,0.000000,79.096931,-280.015625,0.000000
54844,0.673492,10.217641,0.000000,79.770416,-270.097992,0.000000
54845,0.673492,10.517640,0.000000,80.443916,-259.880371,0.000000
54846,0.673492,10.817640,0.000000,81.117409,-249.362732,0.000000
54847,0.673492,11.117640,0.000000,81.790909,-238.545090,0.000000
54848,-0.323720,10.987598,0.000000,81.844284,-227.415054,0.000000
54849,-0.323720,11.287601,0.000000,81.520561,-216.427444,0.000000
54850,-0.323720,11.587602,0.000000,81.196831,-205.139847,0.000000
54851,-0.323720,11.887602,0.000000,80.873108,-193.552261,0.000000
54852,-0.323720,12.187601,0.000000,80.549385,-181.664673,0.000000
54853,-0.323720,12.487600,0.000000,80.225655,-169.477051,0.000000
54854,-0.323720,12.787600,0.000000,79.901939,-156.989456,0.000000
54855,-0.323720,13.087599,0.000000,79.578224,-144.201859,0.000000
54856,-0.323720,13.387598,0.000000,79.254509,-131.114258,0.000000
54857,-0.323720,13.687598,0.000000,78.930801,-117.726654,0.000000
54858,-0.323720,13.987598,0.000000,78.607086,-104.039055,0.000000
54859,-0.323720,14.287598,0.000000,78.283363,-90.051453,0.000000
54860,-0.323720,14.587598,0.000000,77.959641,-75.763855,0.000000
54861,-1.975047,-11.934583,0.000000,77.075653,-84.661339,0.000000
54862,-1.975047,-11.634583,0.000000,75.100601,-96.595932,0.000000
54863,-1.975047,-11.334581,0.000000,73.125542,-108.230515,0.000000
54864,-1.975048,-11.034580,0.000000,71.150490,-119.565094,0.000000
54865,-1.975047,-10.734580,0.000000,69.175430,-130.599670,0.000000
54866,-1.975047,-10.434579,0.000000,67.200386,-141.334229,0.000000
54867,-1.975047,-10.134580,0.000000,65.225342,-151.768814,0.000000
54868,-1.975047,-9.834579,0.000000,63.250294,-161.903412,0.000000
54869,-1.975047,-9.534578,0.000000,61.275246,-171.737976,0.000000
54870,-1.975047,-9.234579,0.000000,59.300194,-181.272552,0.000000
54871,-1.975047,-8.934579,0.000000,57.325146,-190.507141,0.000000
54872,-1.975047,-8.634580,0.000000,55.350098,-199.441696,0.000000
54873,-1.975047,-8.334579,0.000000,53.375053,-208.076279,0.000000
54874,-1.975047,-8.034578,0.000000,51.400005,-216.410858,0.000000
54875,-1.975047,-7.734578,0.000000,49.424957,-224.445435,0.000000
54876,-1.975047,-7.434578,0.000000,47.449913,-232.179993,0.000000
54877,-1.975047,-7.134579,0.000000,45.474865,-239.614563,0.000000
54878,-1.975047,-6.834578,0.000000,43.499817,-246.749146,0.000000
54879,-1.975047,-6.534577,0.000000,41.524769,-253.583740,0.000000
54880,-1.975046,-6.234578,0.000000,39.549721,-260.118317,0.000000
54881,-1.975046,-5.934577,0.000000,37.574673,-266.352905,0.000000
